poem,Label,Poet
وَأَفجَعُ الناسِ مَن وَلّى حَبائِبُهُوَلا عِناقٌ وَلا ضَمٌّ وَلا قُبَلُلا ناصِرٌ غَيرَ دَمعي إِن هُمُ ظَلَمواوَالدَمعُ عَونٌ لِمَن ضاقَت بِهِ الحِيَلُ,حزن,الجاحظ
سَلامٌ عَلى مَن لا يَرُدُّ سَلاميوَمَن لا يَراني مَوضِعاً لِكَلامِوَماذا عَلَيهِ أَن يُجيبَ مُسَلِّماًوَلَيسَ يُقَضّى بِالسَلامِ ذِمامي,عتاب,دعبل الخزاعي
أَدَّبتُ نَفسي فَما وَجَدتُ لَهابِغَيرِ تَقوى الإِلهِ مِن أَدَبِفي كُلِّ حالاتِها وَإِن قَصُرَتأَفضَلُ مِن صَمتِها عَلى الكَربِ,عتاب,جميل بثينة
شكوْتُ إليها لوعةَ الحبّ فانثنَتْتقولُ لتربيها وما لوعةُ الحبِّفقيل عذابٌ لو أحطتِ بعلمِهِلجدتِ على الصّادي بماءِ اللّمَى العذبِ,مدح,العباس بن مرداس
أقولُ للعين في يومِ الفرَاقِ وقَدفَاضَتْ بدمعٍ على الخدّينِ مُسْتَبِقِتَزوَّدِي اليومَ من تَوديعهم نظراًفَفي غَدٍ تَفرُغي للدّمعِ والأرقِ,حزن,أسامه محمد زامل
وَما كُنتُ قَبلَ اليَومِ أَحسِبُ أَنَّهُإِذا شابَ رَأسُ المَرءِ شابَ وِدادُهُ,شجاعة,غازي الجمل
بانَ الحَبيبُ وَبانَ الصَبرُ يَتبَعُهُلا أَستَطيعُ لِصَبري بَعدَهُ طَلَباإِن يَنأَ فَالأَمجَدُ المَيمونُ طائِرُهُلَدَيَّ إِحسانُهُ مازالَ مُقتَرِبا,اخلاق,ابن الوردي
نعم لقلوب العاشقين سرائرُمن الغيب قد ضمت عليها الضمائرُيحركها صوت السماع بوقعهفتظهر منها للعيان الأشائر,دينية,صالح الفهدي
وَداعاً وَهَيهات أَن نَلتَقيفَما أَنا بَعدُ المُحب الحَبيبأَطيعي ذَويك بِما يَشتَهونفَإِن لَهُم فَوقَ حَق الغَريب,حكمة,أبو البقاء الرندي
صِل من هَويتَ ودَع مقالة حاسدِليسَ الحسودُ على الهوى بمُساعِدِلم يَخلُقِ الرحمنُ أحسنَ منظراًمِن عاشِقَينِ على فراشٍ واحدِ,عتاب,ولادة بنت المستكفي
يا من هواه أعزه وأذلنيكيف السبيل إلى وصالك دلنيوتركتني حيران صباً هائماًأرعى النجوم وأنت في نوم هنيعاهدتني أن لا تميل عن الهوىوحلفت لي يا غصن أن لا تنثني,رومنسية,الشريف الرضي
إِذَا شِئْتِ كَانَ النَّجْمُ عندَكِ شاهِدِيبلَوْعَةِ مُشتاقٍ ومُقْلَةِ ساهِدِغريبٌ كساهُ البينُ أَثوابَ مُدْنَفٍوحَفَّتْ بِهِ الأَشجانُ حفَّ الولائِدِ,اخلاق,أبو تمام
لقد هاجَ الهوى هذا الحريرُأَمِن شَفَتَيكِ أم منهُ العبيرُحكى قلبي برقَّتِه فأمسىعلى النسماتِ يخفقُ أو يطير,دينية,علي بن أبي طالب
لَستُ أَنسى زَمناً قَد سَلفافيكِ يا مكّة بالعيشِ الهنيإِذ منَ المَروةِ أَسعى للصفاوَبذاتِ الخالِ وَجدي عمّني,رومنسية,ابن حمديس
جعلتُ نفسي لكِ وَقفاً عنديوَما أراكِ تحفظين ودِّيقلبي بغيرِ حبكمْ ما خَفقَاوَناظري لولاكمُ ما أَرقا,فراق,أسامة بن منقذ
أطلق لها السيف لا خوف ولا وجلأطلق لها السيف وليشهد لها زحلأطلق لها السيف قد جاش العدو لهافليس يثنيه إلا العاقل البطل,رثاء,سبط ابن التعاويذي
أُعَاتِبُ دَهْراً لاَ يُصيخُ إلَى عَتْبِوَأَسْأَلُهُ صَفْحاً وَمَالَي مِنْ ذَنْبِوَأُعْلِنُ بِالشَّكْوَى إِلَى غَيْرَ رَاحِمٍفَأَشْكُو وَقَدْ عَزَّ الْعَزَاءُ إِلَى رَبِّي,رومنسية,فتيان الشاغوري
ما للقُلوبِ عن الحبيبِ غِطاءُإِلاَّ إذا سكَنَتْ بها الأشياءُيبدو الحِجابُ عن الحبيبِ بنظرةٍلسِواهُ إنَّ الحادِثاتُ عَمَاءُ,غزل,عبد الغني النابلسي
كتمتُ بما بي من هوىً ودفنتُهولكنَّ ماءَ العينِ للسرِّ قد فَشَاطعامي الأسى والشرب فَيْضُ مدامعيوما كان ظنّي أن أجوعَ وأعطشَا,فراق,إبراهيم طوقان
بعثت لكامل مني مثالاليبقى الود في ذاك المثالوقلت إذا شكوت البعد يوماتسل عن الحقيقة بالخيال,رومنسية,الأمين العباسي
دَعيني لِلغِنى أَسعى فَإِنّيرَأَيتُ الناسَ شَرُّهُمُ الفَقيرُوَأَبعَدُهُم وَأَهوَنُهُم عَلَيهِموَإِن أَمسى لَهُ حَسَبٌ وَخيرُ,عتاب,سعيد بن أحمد البوسعيدي
لما صفت مرآة حسنك للورىورأى بذاتك من يراك خيالهأبصرت أهدابي بوجهك عارضاًوحسبت إنساني بخدك خاله,مدح,ابن دراج القسطلي
الحَمدُ لمِنْ أَنَارَ قَلبِي وهَدَىوالشُكرُ لِمَا فِيه مِنَ الشَوقِ بَدَامَا أَمدَحُ وَاهِبَاً سِواهُ أبَدالا أُشرِكُ في ثَناءِ ربي أَحَدَا,غزل,أبو الفضل الوليد
أَيُّها اللّائِمونَ ماذا عَلَيْكمأَنْ تَعيشُوا وأنْ أَمُوتَ بِدائيولَيْسَ مَنْ مَاتَ فَاسْتراحَ بِمَيْتٍإنما الميْتُ مَيِّتُ الأحْيَاءِ,دينية,يوسف النبهاني
ما لي أَرى القَلبَ في عَينَيكِ يَلتَهِبُأَلَيسَ لِلنّارِ يا أُختَ الشَقا سَبَبُبَعضُ القُلوبِ ثِمارٌ ما يَزالُ بِهاعَرفُ الجنانِ وَلكِن بَعضُها حَطَبُ,رومنسية,خليل مردم بك
إني بحبك كم عذول لامنيكم مرّة بالنوم طيفك زارنيشرك الجمال لقيته فاصطادنييا جارة الوادي طربت وعادني,شجاعة,عبد الرزاق عبد الواحد
باح الفؤاد بسرّ كنت أخفيهفكيف يخفى الهوى والشوق يبديهما زلت أكتم سر الحب في كبديحتى أباحت دموعي بالذي فيه,عتاب,لسان الدين بن الخطيب
قلب تألم من فراق أحبةٍوكوته أيدي الحادثات بنارهالم يألف الدنيا وإن علقت بهإذا لا دوام لدورها وديارها,رومنسية,بهاء الدين الصيادي
وكَيفَ أَترُكُ شَخصاً في رَوَاجِبِهِوَفي الأَنَامِلِ مِن حَنَّائِهِ لَمَعُوَأَنتِ لَو كُنتِ بي جُدُّ الخَبيرَةِ لَميُطمِعكِ في طَمَعٍ مِن شِيَمتي طَمَعُ,حزن,هلال بن سعيد العماني
رُفَيْدَةُ عَلِّمِي النَّاسَ الحَناناوَزِيدي قومَكِ العالينَ شاناخُذِي الجرحَى إليكِ فأكرمِيهموَطُوفِي حولهم آناً فآنا,فراق,الشاذلي خزنه دار
وَتَرمي بِعَينَيها القُلُوبَ إِذا بَدَتلَها فِقرَةٌ لَم تُخطِ مِنهُنَّ مَقتَلافَقالَت وَأَومَت نَحوَها قَد عَرَفتُهُثَكَلتُ إِذَن بَيضاءَ أُمّي وَنَوفلا,حكمة,عروة بن الورد
و ﺍﻟﺴﻴﻒ ﻓﻲ الغمد ﻻ ﺗُﺨشَى مضاربُهﻭﺳﻴﻒ ﻋﻴﻨﻴﻚ ﻓﻲ ﺍﻟﺤﺎﻟﻴﻦ ﺑﺘّﺎﺭُ,غزل,ابن الجزري
إلى الله أشكو حرّ نار تضرّمتتزيد الهوى بين الترائب والقلبوإن الذي أهواه ليس بنافعيلديه خضوعي في الرسائل والتب,دينية,محمد فضولي
أَتَراني أَرى مِنَ الدَهرِ يَوماًلي فيهِ مَطِيَّةٌ غَيرَ رِجليكُلَّما كُنتُ في جَميعٍ فَقالواقَرِّبوا لِلرَحيلِ قَرَّبتُ نَعلي,اخلاق,ابن عبد ربه
مَن راقَبَ الناسَ ماتَ غَمّاًوَفازَ بِاللّذَّةِ الجَسورُلَولا مُنى العاشِقينَ ماتواغَمّاً وَبَعضُ المُنى غُرورُ,رومنسية,إلياس أبو شبكة
ليس الجمالُ بمئزرٍفاعلم وإن رُدِّيتَ بُرداإِنّ الجمالَ معادنٌوَمَنَاقبٌ أَورَثنَ مَجدا,حب,فهد العسكر
إن بان من تهوى وأنت مثبطوصبرت لا تبكي فأنت مفرّطفاحلل عقود الدمع في دار الهوىفلها البكاء عليك حقاً يُشرط,رومنسية,بطرس كرامة
تمتع بلذات الحياة فإنهاإذا ما انقضت يوماً فليس لها بقياوليس لإنسان حياة سوى التييعيش بها الإنسان في هذه الدنيا,فراق,أبو الهدى الصيادي
ألا ليت لي قلبين قلب بحبهمريض وقلب بعد ذاك طبيبيفواللَه إن الحب خير محاسنيوواللَه إن الحب شر عيوبي,حزن,وضاح اليمن
وَإِنّي لَذو رَأيٍ يُعاشُ بِفَضلِهِوَما أَنا مِن عِلمِ الأُمورِ بِمُبتَديِوَلا تُظهِرَن حُبَّ اِمرِئٍ قَبلَ خُبرِهِوَبَعدَ بَلاءِ المَرءِ فَاِذمُم أَوِ اِحمَدِوَلا تَتبَعَنَّ رَأيَ مَن لَم تَقُصُّهُوَلَكِن بِرَأيِ المَرءِ ذي اللُبِّ فَاِقتَدِ,غزل,أحمد محرم
بانَ الشَبابُ وَأَفنى ضِعفَهُ العُمُرُلِلَهِ دَرُكَ أَيَّ العَيشِ تَنتَظِرُهَل أَنتَ طالِبُ وِترٍ لَستَ مُدرِكَهُأَم هَل لِقَلبِكَ عَن أُلّافِهِ وَطَرُ,رومنسية,العرجي
هي الدنيا فلا سلمٌيدوم بها ولا حربُفلا يغررك ما منحتفإن عطاءها سلبُ,غزل,إدريس جمّاع
قد أفعل الشيء لا أبغي به أملاولا أبالي الورى ماذا يقولوناهمي ضميري فإن أرضيته فعلىرأى العباد السلام المستخفينا,حزن,الأحنف العكبري
لا تحقِرنْ قليلاً فالرذاذ إلىأمثاله يترك الأنهار يجريناوإنما العزم في أن تستديم لهدهراً توطنّه في النفس توطينا,حزن,أبو الشمقمق
وَالنَفسُ إِن رَضِيَت بِذَلِكَ أَو أَبَتمُنقادة بِأَزمَّة الأَقدارِفاِقضوا مآرِبكم عُجَالاً إِنَّماأَعمارُكُم سِفرٌ مِنَ الأَسفارِ,اخلاق,سلم الخاسر
كَم حكمة عِندَ الغَبيّ كَأَنَّهارَيحانَة في راحة المَزكومبَسمت مَحاسنها لِوَجه كَالحما أُضيع المِرآة عِند البُوم,رومنسية,عمرو بن معد يكرب
وَما هَجَرتُكَ النَفس يا لَيل إِنَّهاقلتك وَلكِن قلَّ مِنكَ نَصيبُهاوَلكِنَّهُم يا املَح الناسِ اولَعوابِقَول اِذا ما جِئتَ هذا حَبيبُها,شوق,الصرصري
فيا ربِّ إن كنتَ قدَّرت أنتَرى كُرَبَتِي فوق كلِّ الكُرَبفهَب لِيَ قَلبا قويا صَبُوراعلَى الهجرِ والبُعدِ مهما اكتَأب,حياة,جميل صدقي الزهاوي
عفا الله عنها إنها يوم ودعتأجلَّ فقيدٍ في التراب مغيبولو أنها اعتلت لكان مصابهاأخف على قلب الحزين المعذب,رومنسية,مصطفى صادق الرافعي
هَلِ الدُنيا وَما فيها جَميعاًسِوى ظِلٍّ يَزولُ مَعَ النَهارِتَفَكَّر أَينَ أَصحابُ السَراياوَأَربابُ الصَوافِنِ وَالعِشارِ,اخلاق,عبيد بن الأبرص
فلا تحسبنَّ البُعْدَ يمحو ودادكمولكنَّ هذا الشوق أصبحَ غالبيولست بناسٍ من أُناسٍ فضائلاوإن كدَّرُوا بالبُعد صَفْوَ مَشاربي,رثاء,عمرو الباهلي
قالوا الفراق فآذنت بفراقِنفسِي وكيف تَصَبُّر المُشْتاقلولا النوى والبين ما قطع الهوىبيدِ الصبابةِ أنفس العشاقِ,حياة,زكي مبارك
سمحتُ بقلبي والهوى يورثُ الفتىطباعَ الجواد المحضِ وهو بخيلُولم تخلُ من حسن القبول مطامعيوظنيَ بالوجه الجميل جميل,شجاعة,إبراهيم عبد القادر المازني
جَرى قلم السَعادة باسم لَيلىفَطابَ بذكرها عيشي الرَغيدفَكَيفَ يَلومني في حب لَيلىخلىّ القَلب أَدمعه جمود,مدح,حفني ناصف
فان كنت ترجو أن تجاب بما عسىينجيك من نار الاله العظيمةفدونك رب الخلق فاقصده ضارعامربداً لان يهديك نحو الحقيقة,رثاء,التهامي
